"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
3204800200,2015-01-08,665000,4,2.75,3320,10574,2,FALSE,0,"5","8",2220,1100,1960,0,"98056",47.5376,-122.18,2720,8330
4092302096,2015-03-25,433000,3,2.5,1270,1062,2,FALSE,0,"3","8",1060,210,2008,0,"98105",47.6568,-122.321,1260,1112
1954400510,2015-02-18,510000,3,2,1680,8080,1,FALSE,0,"3","8",1680,0,1987,0,"98074",47.6168,-122.045,1800,7503
7942602080,2014-06-16,660000,6,1.75,1840,2774,1,FALSE,0,"3","7",1060,780,1900,0,"98122",47.6041,-122.31,1680,4292
1446801000,2015-03-20,352000,5,2.5,2900,6650,1,FALSE,0,"3","7",1450,1450,1964,0,"98168",47.4935,-122.332,1600,8246
8151600610,2014-05-22,235750,2,1,740,11250,1,FALSE,0,"2","6",740,0,1938,0,"98146",47.5036,-122.362,1390,11250
4206901505,2015-03-26,465000,2,1,1120,4000,1,FALSE,0,"3","7",1120,0,1926,0,"98105",47.6567,-122.327,1620,4000
3876311180,2014-09-04,373000,3,1.75,1310,7811,1,FALSE,0,"3","7",1310,0,1976,0,"98034",47.7319,-122.167,1530,7800
2111010340,2014-06-12,306000,4,2.5,2490,8124,2,FALSE,0,"3","7",2490,0,2001,0,"98092",47.3347,-122.17,2760,6300
3303980210,2015-04-27,1115000,4,3.75,4040,14212,2,FALSE,0,"3","11",4040,0,2002,0,"98059",47.5189,-122.147,3940,14212
7135300026,2014-12-24,160000,2,2,1040,4750,1,FALSE,0,"2","6",850,190,1950,0,"98118",47.5293,-122.272,1350,5000
3626039028,2014-08-18,417500,3,1,1160,7491,1,FALSE,0,"4","6",1160,0,1917,0,"98177",47.7024,-122.359,1800,2267
1773101159,2015-01-07,250000,3,2.25,1050,572,2,FALSE,0,"3","7",740,310,2006,0,"98106",47.5549,-122.363,1260,1062
7227801630,2015-02-27,275000,4,2,1440,10920,1,FALSE,0,"3","5",1440,0,1943,0,"98056",47.5049,-122.18,1500,11902
5608010980,2014-10-07,878000,4,2.5,3480,13421,2,FALSE,0,"3","11",3480,0,1995,0,"98027",47.5504,-122.097,3290,9642
3158500250,2014-05-14,317000,3,2.5,1840,5011,2,FALSE,0,"3","8",1840,0,2012,0,"98038",47.3555,-122.054,2000,4793
1300301840,2015-04-25,1215000,4,2.25,2570,9600,2.5,FALSE,0,"4","9",2570,0,1962,0,"98040",47.5791,-122.241,2570,13200
5103900045,2014-07-25,299000,3,1.75,1730,14270,1,FALSE,0,"3","7",1730,0,1959,0,"98065",47.5318,-121.833,1600,11232
4137000590,2014-07-17,322500,4,2.25,2140,9377,2,FALSE,0,"4","8",2140,0,1986,0,"98092",47.2649,-122.218,2030,7846
4136950200,2014-06-27,255000,3,2.5,1720,6194,2,FALSE,0,"3","8",1720,0,1998,0,"98092",47.2624,-122.221,1720,6211
1721059230,2015-03-04,265953,3,1.75,1470,13068,1,FALSE,0,"4","7",1470,0,1975,0,"98092",47.3096,-122.197,2090,16988
3124089060,2015-04-24,282000,3,1,1250,13503,1.5,FALSE,0,"4","6",1250,0,1931,0,"98065",47.526,-121.829,1450,13503
104501040,2014-10-03,249900,4,2,1500,7854,1.5,FALSE,0,"3","7",1500,0,1983,0,"98023",47.3127,-122.354,1500,7334
9476200150,2015-04-16,231500,2,1,1000,7615,1,FALSE,0,"4","6",1000,0,1943,0,"98056",47.49,-122.191,1060,8000
2877101310,2014-08-04,415000,2,1,1460,4200,1,FALSE,0,"4","6",880,580,1914,0,"98117",47.6774,-122.361,1540,4200
1333300145,2015-03-04,2225000,3,4,4200,30120,2,FALSE,2,"4","11",3600,600,1933,0,"98112",47.6379,-122.311,2760,12200
3205200430,2015-04-15,423000,3,1.75,1100,10005,1,FALSE,0,"5","7",1100,0,1964,0,"98056",47.5374,-122.173,1340,9709
2770604080,2015-03-24,629950,3,2.5,1680,1620,2,FALSE,0,"3","9",1120,560,2014,0,"98119",47.6425,-122.374,1610,1618
1329300300,2014-10-01,335000,4,2.5,2154,6050,2,FALSE,0,"3","8",2154,0,2012,0,"98030",47.3513,-122.174,2305,5769
1138010170,2014-08-01,350000,3,1,860,7030,1,FALSE,0,"3","7",860,0,1973,0,"98034",47.7151,-122.211,1360,7500
2822069078,2014-10-08,368000,4,2,2500,36900,1,FALSE,0,"3","7",1540,960,1972,0,"98038",47.3708,-122.049,1960,36900
7626200235,2014-05-23,464600,3,1.75,1120,5500,1.5,FALSE,0,"4","7",1120,0,1925,0,"98136",47.5445,-122.391,1490,5500
46100350,2014-06-30,1730000,5,3.5,5000,26540,2,FALSE,3,"3","10",3410,1590,2008,0,"98040",47.5665,-122.21,3360,17398
6977000040,2014-08-23,625000,4,3,2190,12825,1,FALSE,0,"3","9",1520,670,1989,0,"98034",47.7107,-122.229,3050,4673
8078350280,2015-02-05,613500,3,2.5,2350,7035,2,FALSE,0,"3","8",2350,0,1989,0,"98029",47.5713,-122.02,2270,7192
8651410330,2015-03-06,215150,3,1,920,4770,1,FALSE,0,"4","6",920,0,1969,0,"98042",47.3654,-122.082,920,4770
9407600070,2015-03-19,290000,3,2,1310,6265,1,FALSE,0,"3","7",1310,0,1988,0,"98038",47.3893,-122.051,1100,6360
2607740100,2014-10-29,470000,4,2.5,2520,9684,2,FALSE,0,"3","8",2520,0,1994,0,"98045",47.4848,-121.801,2090,10133
511700170,2015-05-05,350000,4,2.25,1780,10416,1,FALSE,0,"5","7",1060,720,1963,0,"98055",47.4414,-122.189,1780,9975
1829300210,2014-05-06,762300,4,2.5,3880,14550,2,FALSE,0,"3","10",3880,0,1987,0,"98074",47.6378,-122.04,3240,14045
795000620,2014-12-15,124000,3,1,1080,6250,1,FALSE,0,"2","5",1080,0,1950,0,"98168",47.5045,-122.33,1070,6250
8886000021,2014-06-16,445000,3,1.75,1890,32340,1.5,FALSE,3,"3","8",1890,0,1976,0,"98070",47.4137,-122.439,1890,40180
1180005280,2014-07-23,239950,4,1,1460,6000,1,FALSE,0,"4","7",730,730,1941,0,"98178",47.4952,-122.224,1190,6000
7202331500,2014-08-29,673200,5,3,4180,8561,2,FALSE,0,"3","7",4180,0,2003,0,"98053",47.6833,-122.04,3425,6591
1624079021,2015-03-13,355000,3,1,1890,36300,1,FALSE,0,"3","7",1890,0,1962,0,"98024",47.5719,-121.914,1746,54014
3362400094,2014-12-03,550000,3,2.25,1540,1005,3,FALSE,0,"3","8",1540,0,2008,0,"98103",47.6827,-122.346,1510,1501
2919200665,2014-11-03,734000,3,1.75,2145,3840,1.5,FALSE,0,"5","8",2145,0,1910,0,"98103",47.6875,-122.357,1140,3840
5104540360,2014-11-07,616000,4,2.5,3440,6915,2,FALSE,0,"3","10",3440,0,2006,0,"98038",47.3538,-122.004,3200,6915
11200290,2014-06-09,546000,3,2.5,1530,3464,2,FALSE,0,"3","8",1530,0,1998,0,"98007",47.6179,-122.141,1530,3446
4139910160,2015-04-01,1600000,5,3.25,4320,32840,2,FALSE,0,"3","12",4320,0,1990,0,"98006",47.5461,-122.122,4410,33210
2625069070,2015-04-10,1385000,4,3.25,4860,181319,2.5,FALSE,0,"3","9",4860,0,1993,0,"98074",47.6179,-122.005,3850,181319
2113700500,2014-10-05,250800,3,1.75,1290,4000,1,FALSE,0,"3","6",1170,120,1943,0,"98106",47.5309,-122.354,1140,4000
5700003280,2015-04-19,895000,6,2.5,3550,6533,2,FALSE,0,"3","8",3550,0,1925,0,"98144",47.5719,-122.284,3140,6234
7016200030,2015-03-20,480000,4,2.5,2080,7966,1,FALSE,0,"3","7",1200,880,1970,0,"98011",47.7393,-122.181,1920,7500
3303990030,2014-10-27,840000,4,2.75,3040,13559,2,FALSE,0,"3","11",3040,0,2003,0,"98059",47.522,-122.149,3830,12202
5036300431,2015-03-11,1099880,5,2.75,3520,6353,2,FALSE,0,"4","10",3520,0,2001,0,"98199",47.6506,-122.391,2520,6250
8635760040,2014-10-08,420000,3,2.5,1770,3993,2,FALSE,0,"3","8",1770,0,1999,0,"98074",47.6027,-122.02,1820,4046
4385700185,2014-08-12,799950,3,2.25,1860,1386,3,FALSE,0,"3","9",1860,0,2014,0,"98112",47.6368,-122.279,1680,3080
4036800770,2014-09-17,375000,4,1.5,1770,6650,1,FALSE,0,"3","7",1770,0,1958,0,"98008",47.6011,-122.124,1600,7000
8019200845,2015-02-18,245000,2,1,1020,15000,1.5,FALSE,0,"3","6",1020,0,1933,0,"98168",47.4956,-122.321,1480,14519
1545805820,2015-04-14,274000,3,1.75,1590,7620,1,FALSE,0,"4","7",1090,500,1984,0,"98038",47.3655,-122.048,1590,7620
117000003,2014-09-19,595000,4,2.25,1920,3225,1.5,FALSE,0,"5","7",1300,620,1923,0,"98116",47.5848,-122.384,1960,3750
112900110,2014-09-03,345000,3,2.5,1620,5992,2,FALSE,0,"3","7",1620,0,2001,0,"98019",47.736,-121.965,1620,4644
7853220740,2015-04-07,575000,4,2.5,2890,9775,2,FALSE,2,"3","8",2890,0,2004,0,"98065",47.5339,-121.854,2640,7184
5423010180,2014-07-24,825000,4,2.25,2770,9340,2,FALSE,0,"4","9",2770,0,1979,0,"98027",47.5628,-122.081,3010,9340
2397100975,2015-02-20,1313000,6,3,2980,7200,1.5,FALSE,2,"3","8",2980,0,1911,0,"98119",47.6366,-122.362,1720,3600
3334000050,2014-07-21,425000,2,1,1150,6835,1,FALSE,1,"3","7",1010,140,1922,0,"98118",47.5567,-122.273,1150,6561
624101110,2014-10-02,725000,4,2.25,3440,14237,2,FALSE,0,"3","9",3440,0,1982,0,"98077",47.7241,-122.065,3250,18365
3226079091,2014-09-12,755000,3,2.5,3680,203860,1.5,FALSE,0,"3","9",3680,0,1994,0,"98014",47.6903,-121.929,2410,144183
2597150270,2015-04-06,312000,4,2.5,1790,10584,1,FALSE,0,"4","7",1290,500,1981,0,"98031",47.4061,-122.188,1730,9120
7169200221,2014-10-23,497000,3,2.25,1450,1387,3,FALSE,0,"3","8",1450,0,2000,0,"98115",47.6765,-122.302,1450,1429
53500760,2014-12-08,287000,4,2.5,2660,4082,2,FALSE,0,"3","7",2660,0,2010,0,"98042",47.3414,-122.055,2390,4876
2423069155,2014-11-20,460000,4,2,2090,40419,1,FALSE,0,"4","7",2090,0,1984,0,"98027",47.4691,-121.993,2380,63162
2111011060,2014-06-18,507000,5,3.25,3850,16249,2,FALSE,2,"3","9",3030,820,2002,0,"98092",47.3324,-122.168,2640,7393
1592000780,2014-05-23,625000,3,2.5,2600,10092,1,FALSE,0,"3","9",2600,0,1984,0,"98074",47.6223,-122.032,2440,9298
3623029045,2014-09-25,482000,3,1.75,2600,105587,1,FALSE,0,"4","7",1300,1300,1980,0,"98070",47.4464,-122.497,1941,208438
1328320440,2014-12-10,355000,3,2.25,1960,7000,1,FALSE,0,"3","8",1600,360,1980,0,"98058",47.4427,-122.126,1980,7140
1917300105,2015-04-14,216500,3,1,1170,9000,1,FALSE,0,"4","6",1170,0,1918,0,"98022",47.2109,-121.987,1280,8160
6378500230,2014-05-20,423000,4,1.75,1940,6909,1,FALSE,0,"4","7",970,970,1941,0,"98133",47.7108,-122.352,1460,6906
8091670730,2014-09-02,416000,4,2.5,2890,6322,2,FALSE,0,"3","8",2890,0,2011,0,"98038",47.3494,-122.044,2380,5738
3630200300,2014-07-25,1238000,4,3.5,4670,6000,2,FALSE,3,"3","11",3820,850,2007,0,"98027",47.5414,-121.994,4310,6000
3876300310,2014-10-22,439000,4,2.25,2060,10070,2,FALSE,0,"3","7",2060,0,1975,0,"98034",47.7258,-122.177,2060,8155
2783100230,2015-05-12,530000,4,2.25,1940,8270,2,FALSE,0,"5","7",1940,0,1962,0,"98133",47.7567,-122.333,1800,7743
9828200762,2014-06-28,650000,2,1,1050,2542,1,FALSE,0,"3","7",880,170,1904,0,"98122",47.6172,-122.298,1620,1809
3121500330,2015-03-23,750000,3,2.5,2790,21043,2,FALSE,0,"3","9",2790,0,1993,0,"98053",47.673,-122.03,2900,34589
1115100169,2014-12-03,315000,3,1.75,1900,7076,1,FALSE,0,"3","7",1130,770,1977,0,"98155",47.7569,-122.326,1540,10113
1786700080,2015-01-15,470000,4,2.5,2700,6769,2,FALSE,0,"3","9",2700,0,1999,0,"98042",47.3753,-122.155,2880,7968
6385910260,2014-09-10,272750,4,1.5,1800,8786,1,FALSE,0,"3","7",1330,470,1966,0,"98146",47.4982,-122.345,1780,8664
3296000110,2014-06-02,645000,4,2.5,2430,14400,1,FALSE,0,"5","8",1670,760,1963,0,"98007",47.6202,-122.138,2140,9048
3626039229,2015-03-17,340000,2,1,700,5829,1,FALSE,0,"3","6",700,0,1945,0,"98103",47.6958,-122.357,1160,6700
7968460230,2015-03-05,284000,3,1.75,1320,35100,1,FALSE,0,"3","7",1320,0,1990,0,"98092",47.312,-122.129,1660,35100
2113700620,2014-08-04,417000,3,1.5,2500,6000,1.5,FALSE,0,"5","7",1730,770,1941,1984,"98106",47.5297,-122.354,1340,5000
6672920050,2014-06-17,4e+05,3,2.25,2140,11266,2,FALSE,0,"3","7",2140,0,1986,0,"98019",47.7267,-121.966,2000,14174
240000031,2015-03-13,322000,4,2.25,1940,10200,1,FALSE,0,"3","7",1360,580,1960,0,"98188",47.4253,-122.283,1940,10200
7686203620,2014-09-25,260000,4,2.5,2050,12500,1,FALSE,0,"3","7",1300,750,1965,0,"98198",47.42,-122.319,1790,7900
9835800840,2015-02-04,215000,4,2,1470,7000,1,FALSE,0,"4","8",1470,0,1967,0,"98032",47.3742,-122.289,1640,7000
1771100360,2014-07-07,320000,3,1,1120,10576,1,FALSE,0,"4","7",1120,0,1969,0,"98077",47.7575,-122.072,1300,10000
1332700270,2014-05-19,215000,2,2.25,1610,2040,2,FALSE,0,"4","7",1610,0,1979,0,"98056",47.518,-122.194,1950,2025
7237500110,2015-04-04,1208000,4,2.75,4250,10925,2,FALSE,0,"3","10",4250,0,2003,0,"98059",47.5297,-122.14,4650,11544
5318101040,2014-07-31,650000,2,1,1280,6000,1,FALSE,0,"3","7",1280,0,1965,0,"98112",47.6339,-122.282,2460,4800
8964800330,2015-04-07,3e+06,4,3.75,5090,14823,1,FALSE,0,"3","11",4180,910,2013,0,"98004",47.62,-122.207,3030,12752
6145601745,2015-04-14,220000,2,1,890,4804,1,FALSE,0,"4","7",890,0,1928,0,"98133",47.7027,-122.346,1010,3844
2560803248,2014-07-09,270000,4,2.5,1660,8063,1,FALSE,0,"4","7",1660,0,1978,0,"98198",47.3761,-122.32,1060,8437
1432400490,2015-04-01,145600,3,1,1170,7560,1,FALSE,0,"3","6",1170,0,1958,0,"98058",47.4514,-122.178,1170,7560
1862900350,2014-06-10,315000,4,2.5,1930,9643,2,FALSE,0,"4","7",1930,0,1992,0,"98031",47.4065,-122.18,1930,7525
1105000011,2014-12-09,367777,5,3,2140,5937,1,FALSE,0,"3","7",1280,860,1978,0,"98118",47.5459,-122.27,1820,6710
1237500577,2015-02-12,880000,4,2.5,3550,8618,2,FALSE,0,"3","10",3550,0,2007,0,"98052",47.6776,-122.161,1310,9746
7853300650,2014-08-22,425000,4,2.5,2270,4400,2,FALSE,0,"3","7",2270,0,2006,0,"98065",47.5381,-121.888,2090,4400
8658300260,2014-12-09,361000,3,1.75,1150,17585,1,FALSE,0,"3","7",1150,0,1964,0,"98014",47.6503,-121.908,1200,7500
7153400100,2015-02-19,315000,3,2.75,1780,15114,1,FALSE,0,"3","7",1080,700,1980,0,"98003",47.258,-122.305,1792,10155
9482700075,2015-01-12,8e+05,4,3.5,2370,3302,2,FALSE,0,"3","8",1610,760,1926,2014,"98103",47.684,-122.341,2170,3800
2397101075,2014-07-02,782000,2,1.5,1570,3600,1.5,FALSE,2,"4","7",1320,250,1906,0,"98119",47.6366,-122.363,2140,3600
452002005,2015-01-21,452000,2,1,980,5000,1,FALSE,0,"3","6",980,0,1904,0,"98107",47.6744,-122.369,1270,4500
9222400605,2014-11-15,842500,5,4,2980,4500,1.5,FALSE,0,"3","7",2070,910,1921,0,"98115",47.6736,-122.323,1560,4225
5393601690,2014-07-20,370000,4,1,1310,6000,1.5,FALSE,0,"3","7",1310,0,1940,0,"98144",47.5822,-122.295,1630,6000
5152920070,2014-07-31,649000,3,2.5,3410,13809,1,FALSE,3,"4","10",2450,960,1973,0,"98003",47.3424,-122.326,3410,14245
809002295,2014-10-29,1169000,5,2.5,2810,6000,2.5,FALSE,0,"3","9",2810,0,1907,0,"98109",47.6367,-122.35,2240,4800
7100000110,2015-01-14,340000,3,1,1580,8308,1.5,FALSE,0,"3","7",1580,0,1948,0,"98146",47.5075,-122.379,1200,8308
6071700020,2014-08-27,515000,3,2.25,1640,8400,1,FALSE,0,"4","8",1640,0,1962,0,"98006",47.5484,-122.172,2110,8400
8039900400,2014-08-12,375000,3,2,1670,13775,1,FALSE,0,"3","8",1670,0,1968,0,"98045",47.4873,-121.783,2130,14500
2287000060,2014-09-12,799000,3,2.5,2140,9897,1,FALSE,0,"4","8",2140,0,1959,0,"98040",47.5505,-122.219,2680,10083
1929300415,2014-11-19,710000,4,1.75,2000,6000,1,FALSE,3,"5","7",1000,1000,1956,0,"98109",47.6428,-122.348,2610,4377
1125069134,2015-04-30,825000,3,2.25,2980,86636,1,FALSE,0,"3","9",2230,750,1989,0,"98053",47.6627,-122.003,2980,107157
8562900520,2014-06-12,640000,5,3.5,3690,11928,2,FALSE,0,"3","9",2540,1150,2006,0,"98074",47.6108,-122.06,2640,11928
5561401220,2014-07-07,670000,6,3,4050,36171,2,FALSE,0,"4","8",2620,1430,1970,0,"98027",47.4708,-122.015,3660,42874
1180002378,2014-09-26,299000,4,2.5,1950,3000,2,FALSE,0,"3","7",1950,0,2002,0,"98178",47.4977,-122.226,1170,6000
1330850130,2015-02-18,799990,3,2.5,2850,21780,2,FALSE,0,"3","10",2850,0,1994,0,"98053",47.6455,-122.04,3020,21798
9406600050,2014-05-12,410000,3,2.25,2200,16921,2,FALSE,0,"3","8",2200,0,1987,0,"98038",47.3727,-122.051,2060,16921
4019500160,2015-04-13,493000,4,2.5,2070,4270,2,FALSE,0,"3","8",2070,0,2010,0,"98028",47.773,-122.265,2070,4610
5104650020,2015-05-05,429000,3,2.5,2530,8820,2,FALSE,0,"3","8",2530,0,1997,0,"98031",47.42,-122.205,2340,9472
7649900175,2014-05-20,494000,4,1.75,2090,4300,1.5,FALSE,0,"4","7",1250,840,1925,0,"98136",47.5555,-122.397,1670,5000
6699940120,2015-04-30,356000,4,2.5,2470,5074,2,FALSE,0,"3","8",2470,0,2004,0,"98038",47.3457,-122.041,2470,5078
1422059129,2014-08-14,375000,3,2,3120,42247,1,FALSE,0,"4","7",2150,970,1980,0,"98042",47.3925,-122.137,2100,43416
2953000090,2014-12-02,244900,3,1.5,1360,9980,1,FALSE,0,"4","7",1360,0,1966,0,"98031",47.4143,-122.206,1360,9750
4141010050,2015-01-21,1288000,3,2.5,3240,12625,2,FALSE,0,"3","11",3240,0,1987,0,"98040",47.5327,-122.232,3470,12331
2770601763,2015-03-23,450000,3,3.5,1790,1288,3,FALSE,0,"3","8",1390,400,2000,0,"98199",47.651,-122.384,1560,1426
2622059062,2014-10-15,739500,3,3.25,4460,51177,2,FALSE,0,"3","9",4460,0,2005,0,"98042",47.3648,-122.143,2670,38925
7855600820,2014-09-04,802000,4,2.25,2130,8734,2,FALSE,2,"4","8",2130,0,1961,0,"98006",47.5672,-122.161,2550,8800
1683600130,2014-12-10,245000,3,1.75,1720,9342,1,FALSE,0,"4","7",1140,580,1981,0,"98092",47.3177,-122.182,1330,7540
9407150250,2014-09-24,280000,3,2.5,1600,7936,2,FALSE,0,"3","7",1600,0,1996,0,"98038",47.3673,-122.017,1830,7936
3814900380,2014-07-19,356250,3,2.5,2060,5115,2,FALSE,0,"3","9",2060,0,2014,0,"98092",47.3261,-122.163,2648,4500
6979900370,2014-11-14,574000,4,2.5,3240,22795,2,FALSE,0,"3","8",3240,0,1998,0,"98053",47.6329,-121.969,2570,29761
1545807610,2015-04-29,270500,3,2.5,1780,7848,1,FALSE,0,"3","7",1320,460,1978,0,"98038",47.3608,-122.056,1680,7848
2525000690,2015-03-09,347500,3,1.75,1620,7500,1,FALSE,0,"3","7",1220,400,1981,0,"98059",47.4815,-122.162,1470,7938
123039279,2014-07-11,165000,2,1,640,7768,1,FALSE,0,"3","6",640,0,1942,0,"98106",47.515,-122.359,840,7424
2922701420,2014-11-18,490000,4,2.25,2020,4960,2,FALSE,0,"3","7",1710,310,1938,0,"98117",47.6867,-122.369,1590,4550
724069023,2015-04-14,1247000,1,1.25,1810,5070,1.5,TRUE,4,"4","8",1230,580,1967,0,"98075",47.5814,-122.081,2280,5070
9264030040,2015-04-30,425000,3,2.5,2650,12247,2,FALSE,0,"3","9",2650,0,2002,0,"98001",47.3185,-122.259,2920,8965
6190700284,2014-06-20,420000,5,2.75,2280,10319,1,FALSE,0,"3","8",1300,980,1959,0,"98177",47.7566,-122.363,2370,8056
9526600210,2014-10-07,717000,4,2.5,2540,4241,2,FALSE,0,"3","8",2540,0,2009,0,"98052",47.7073,-122.112,3010,4929
9468200175,2014-11-14,635500,3,2,1660,3600,1,FALSE,0,"3","7",1000,660,1939,2006,"98103",47.6789,-122.351,1700,4356
4330600350,2015-01-15,315000,3,2.25,2200,8750,1,FALSE,0,"4","7",1120,1080,1964,0,"98166",47.476,-122.337,1460,10139
9209900335,2014-05-09,463000,2,1,1150,4400,1,FALSE,0,"4","7",1150,0,1905,0,"98112",47.6226,-122.292,1240,4400
8731990440,2015-03-10,299900,4,2.75,2330,7200,1,FALSE,0,"4","8",1560,770,1977,0,"98023",47.3203,-122.385,2350,7600
2526059046,2015-04-29,638500,4,2.5,1980,6568,2,FALSE,0,"3","8",1980,0,2004,0,"98052",47.704,-122.101,2310,6496
2126059172,2015-05-06,491500,3,2.25,1560,12000,1,FALSE,0,"4","7",1110,450,1968,0,"98034",47.7256,-122.166,2190,4612
9297300255,2014-07-16,565000,3,3,2110,4000,1,FALSE,2,"4","7",1110,1000,1965,0,"98126",47.5696,-122.375,1730,4000
6852700097,2014-08-06,630000,3,3.25,1610,1275,2,FALSE,0,"3","8",1220,390,2005,0,"98102",47.6236,-122.318,1750,3000
2954400400,2014-11-12,1150000,4,3.25,4740,49091,2,FALSE,0,"3","11",4740,0,1990,0,"98053",47.6624,-122.071,4800,42387
9560800390,2014-05-16,445000,3,2.25,1990,7340,2,FALSE,0,"3","8",1990,0,1984,0,"98072",47.7579,-122.141,2180,11223
1423600300,2014-11-17,249950,3,1.5,1090,7698,1,FALSE,0,"5","7",1090,0,1966,0,"98058",47.4553,-122.174,1540,7624
